episode_id,dyad,host_gender,guest_gender,host_word_count,guest_word_count,total_words,host_speaking_share,guest_speaking_share,dominance_ratio,host_hedge_count,guest_hedge_count,host_hedge_per_1k,guest_hedge_per_1k,host_booster_count,guest_booster_count,host_booster_per_1k,guest_booster_per_1k,host_polite_count,guest_polite_count,host_polite_per_1k,guest_polite_per_1k,host_directive_count,guest_directive_count,host_directive_per_1k,guest_directive_per_1k
ep_011_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,1677,7839,9516,0.1762295081967213,0.8237704918032787,0.21393034825870647,10,43,5.963029218843173,5.485393545095038,8,23,4.770423375074538,2.934047710167113,6,5,3.5778175313059037,0.6378364587319811,1,10,0.5963029218843172,1.2756729174639625
ep_016_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,2185,8850,11035,0.19800634345265067,0.8019936565473493,0.24689265536723165,9,25,4.118993135011442,2.824858757062147,0,2,0.0,0.2259887005649717,3,4,1.3729977116704806,0.4519774011299435,2,5,0.9153318077803204,0.5649717514124294
ep_145_whisperx_diarized.gender.host_guest,FEMALE->FEMALE,female,female,2346,7674,10020,0.2341317365269461,0.7658682634730539,0.3057075840500391,19,51,8.098891730605285,6.645817044566067,3,10,1.278772378516624,1.303101381287464,4,5,1.7050298380221651,0.6515506906437321,6,15,2.557544757033248,1.954652071931196
ep_042_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,8450,12602,21052,0.40138704161124833,0.5986129583887516,0.6705284875416601,99,144,11.715976331360949,11.42675765751468,8,17,0.9467455621301776,1.348992223456594,7,8,0.8284023668639053,0.6348198698619266,14,16,1.656804733727811,1.2696397397238532
ep_132_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1585,6480,8065,0.19652820830750156,0.8034717916924985,0.24459876543209877,7,51,4.416403785488959,7.870370370370369,0,4,0.0,0.6172839506172839,1,7,0.6309148264984228,1.0802469135802468,6,5,3.785488958990536,0.7716049382716049
ep_318_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1234,5687,6921,0.17829793382459183,0.8217020661754082,0.21698610866889398,4,123,3.2414910858995136,21.628275013187974,3,1,2.4311183144246358,0.1758396342535607,5,3,4.051863857374392,0.5275189027606823,1,14,0.8103727714748784,2.4617548795498507
ep_287_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2663,10171,12834,0.20749571450833723,0.7925042854916627,0.2618228296136073,12,63,4.50619601952685,6.194081211286993,0,4,0.0,0.3932749975420312,6,7,2.253098009763425,0.6882312456985547,2,5,0.7510326699211416,0.491593746927539
ep_057_whisperx_diarized.gender.host_guest,MALE->FEMALE,male,female,3405,9899,13304,0.2559380637402285,0.7440619362597715,0.3439741388018992,21,35,6.167400881057269,3.535710677846247,6,14,1.762114537444934,1.4142842711384989,16,6,4.698972099853157,0.606121830487928,3,6,0.881057268722467,0.606121830487928
ep_114_whisperx_diarized.gender.host_guest,FEMALE->MALE,female,male,1301,5444,6745,0.19288361749444033,0.8071163825055597,0.23897869213813372,6,75,4.611837048424289,13.776634827332844,1,17,0.7686395080707148,3.1227038941954444,1,6,0.7686395080707148,1.1021307861866274,4,15,3.074558032282859,2.755326965466569
ep_217_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,2283,7214,9497,0.24039170264293988,0.7596082973570601,0.3164679789298586,8,25,3.504161191414805,3.4654837815359025,1,6,0.4380201489268506,0.8317161075686166,2,7,0.8760402978537013,0.9703354588300528,0,2,0.0,0.2772387025228722
ep_100_whisperx_diarized.gender.host_guest,MALE->MALE,male,male,3317,8796,12113,0.2738380252621151,0.7261619747378849,0.3771032287403365,31,80,9.345794392523365,9.095043201455209,3,8,0.9044317154054868,0.9095043201455206,14,6,4.220681338558939,0.6821282401091405,7,10,2.110340669279469,1.1368804001819008
