episode_id,initiator_speaker,initiator_role,initiator_gender,initiator_word_count,responder_speaker,responder_role,responder_gender,responder_word_count,incoming_similarity,similarity,followup_threshold,followed_up
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,91,Raj Shamani,HOST,male,7,,0.009862339654255455,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,7,SPEAKER_01,GUEST,male,28,0.009862339654255455,0.09888088402079574,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,281,SPEAKER_01,GUEST,male,201,0.009182358172906562,0.07857091416461601,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,2,SPEAKER_01,GUEST,male,40,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,40,Raj Shamani,HOST,male,85,0.0,0.022469687077494676,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,85,SPEAKER_01,GUEST,male,116,0.022469687077494676,0.017540473885685075,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,116,Raj Shamani,HOST,male,28,0.017540473885685075,0.1585088713751002,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_01,GUEST,male,436,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,436,Raj Shamani,HOST,male,163,0.0,0.08705456284837718,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,49,Raj Shamani,HOST,male,161,0.03676495684628465,0.01054446485235112,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,161,SPEAKER_01,GUEST,male,47,0.01054446485235112,0.05916385558478975,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,16,SPEAKER_01,GUEST,male,19,0.0,0.0905003801037792,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,8,SPEAKER_01,GUEST,male,99,0.0,0.04151773302185244,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,99,Raj Shamani,HOST,male,7,0.04151773302185244,0.016836192516204048,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,7,SPEAKER_01,GUEST,male,6,0.016836192516204048,0.3401351783733438,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,11,Raj Shamani,HOST,male,31,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,31,SPEAKER_01,GUEST,male,9,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,9,Raj Shamani,HOST,male,14,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,14,SPEAKER_01,GUEST,male,36,0.0,0.16462385896851267,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,116,SPEAKER_01,GUEST,male,81,0.0,0.013189309996615498,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,81,Raj Shamani,HOST,male,17,0.013189309996615498,0.16585624504897353,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,16,Raj Shamani,HOST,male,236,0.0,0.07408939198676309,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,72,SPEAKER_01,GUEST,male,30,0.022210691501880774,0.05016744292366036,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,24,Raj Shamani,HOST,male,59,0.009878312542017799,0.10408800773654686,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,16,Raj Shamani,HOST,male,126,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,126,SPEAKER_01,GUEST,male,25,0.0,0.1070083336207506,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,30,Raj Shamani,HOST,male,18,0.029552787945485423,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,18,SPEAKER_01,GUEST,male,65,0.0,0.03199618624390202,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,65,Raj Shamani,HOST,male,20,0.03199618624390202,0.05273231736402769,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,75,Raj Shamani,HOST,male,65,0.03645018020451039,0.0027873683580029243,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,65,SPEAKER_01,GUEST,male,1,0.0027873683580029243,0.0985906806385129,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,20,SPEAKER_01,GUEST,male,188,0.0,0.04244489647524821,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,188,Raj Shamani,HOST,male,51,0.04244489647524821,0.048933591341061886,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,55,Raj Shamani,HOST,male,27,0.01112007795316641,0.04513591311825428,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,27,SPEAKER_01,GUEST,male,98,0.04513591311825428,0.018502558131993144,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,98,Raj Shamani,HOST,male,8,0.018502558131993144,0.016362496410692425,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,8,SPEAKER_01,GUEST,male,236,0.016362496410692425,0.22611225392154824,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,107,SPEAKER_01,GUEST,male,251,0.03489390007921611,0.19703168929631104,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,20,SPEAKER_01,GUEST,male,1,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,1,Raj Shamani,HOST,male,227,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,227,SPEAKER_01,GUEST,male,273,0.0,0.07620197521052458,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,32,Raj Shamani,HOST,male,247,0.0,0.008020220876767722,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,247,SPEAKER_01,GUEST,male,1,0.008020220876767722,0.03191177487891275,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,1,Raj Shamani,HOST,male,73,0.03191177487891275,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,73,SPEAKER_01,GUEST,male,53,0.0,0.028049518765736955,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,53,Raj Shamani,HOST,male,5,0.028049518765736955,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,5,SPEAKER_01,GUEST,male,172,0.0,0.14454856089286575,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,299,Raj Shamani,HOST,male,93,0.021909220286554797,0.09089086880556017,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,6,SPEAKER_01,GUEST,male,15,0.010161893042173475,0.7107128045869067,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,202,Raj Shamani,HOST,male,46,0.04293573064830516,0.05807589478358303,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,18,Raj Shamani,HOST,male,43,0.035334043342300114,0.032557885416365125,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,43,SPEAKER_01,GUEST,male,115,0.032557885416365125,0.15367374653563937,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,12,SPEAKER_01,GUEST,male,186,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,186,Raj Shamani,HOST,male,14,0.0,0.0034881530344630122,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,14,SPEAKER_01,GUEST,male,101,0.0034881530344630122,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,101,Raj Shamani,HOST,male,20,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,20,SPEAKER_01,GUEST,male,193,0.0,0.1129157239080835,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,16,SPEAKER_01,GUEST,male,22,0.019171932106087537,0.025484924508936847,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,22,Raj Shamani,HOST,male,7,0.025484924508936847,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,7,SPEAKER_01,GUEST,male,45,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,45,Raj Shamani,HOST,male,20,0.0,0.10060221253165082,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,25,Raj Shamani,HOST,male,29,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,29,SPEAKER_01,GUEST,male,44,0.0,0.1881227236731099,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,21,SPEAKER_01,GUEST,male,6,0.0,0.24741513182639474,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,8,SPEAKER_01,GUEST,male,85,0.0,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,85,Raj Shamani,HOST,male,22,0.0,0.22291795285812077,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,56,SPEAKER_01,GUEST,male,832,0.025754170773176342,0.07324152993755609,0.032557885416365125,1
ep_273_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,15,Raj Shamani,HOST,male,27,0.025104351620608797,0.0,0.032557885416365125,0
ep_273_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,27,SPEAKER_01,GUEST,male,8,0.0,0.05571544125405009,0.032557885416365125,1
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,515,SPEAKER_00,GUEST,male,8,,0.005969612370096144,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,8,Raj Shamani,HOST,male,102,0.005969612370096144,0.03601164240839179,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,102,SPEAKER_00,GUEST,male,14,0.03601164240839179,0.1574064373363151,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,171,Raj Shamani,HOST,male,163,0.0,0.16867979997660407,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,125,SPEAKER_00,GUEST,male,215,0.06131719294391756,0.07323559658948112,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,211,SPEAKER_00,GUEST,male,188,0.05046704175375678,0.11775680229354422,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,235,SPEAKER_00,GUEST,male,126,0.05096039656557813,0.0798926157035662,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,218,Raj Shamani,HOST,male,9,0.020525098728442118,0.09819686180985683,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,81,Raj Shamani,HOST,male,129,0.028166214379209936,0.04829768116062983,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,129,SPEAKER_00,GUEST,male,2,0.04829768116062983,0.0,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,2,Raj Shamani,HOST,male,263,0.0,0.11838981286312492,0.04829768116062983,1
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,27,SPEAKER_00,GUEST,male,36,0.04265026351793119,0.028759697324864192,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,36,Raj Shamani,HOST,male,193,0.028759697324864192,0.01809452479173982,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,193,SPEAKER_00,GUEST,male,1,0.01809452479173982,0.0,0.04829768116062983,0
ep_279_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,1,Raj Shamani,HOST,male,220,0.0,0.0,0.04829768116062983,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,14,Raj Shamani,HOST,male,13,,0.353656828371023,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,41,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,41,Raj Shamani,HOST,male,8,0.0,0.230667517034781,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,15,SPEAKER_00,GUEST,male,19,0.0,0.10425245668890604,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,222,SPEAKER_00,GUEST,male,6,0.009868925999748458,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,6,Raj Shamani,HOST,male,159,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,159,SPEAKER_00,GUEST,male,83,0.0,0.03330969914141002,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,237,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,237,Raj Shamani,HOST,male,1,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,521,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,521,Raj Shamani,HOST,male,21,0.0,0.08164774834568775,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,80,Raj Shamani,HOST,male,74,0.016534646326451748,0.019584213711310312,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,74,SPEAKER_00,GUEST,male,16,0.019584213711310312,0.05141530034790496,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,6,SPEAKER_00,GUEST,male,12,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,12,Raj Shamani,HOST,male,14,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,14,SPEAKER_00,GUEST,male,20,0.0,0.017214368673234247,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,20,Raj Shamani,HOST,male,54,0.017214368673234247,0.03626062368726977,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,123,Raj Shamani,HOST,male,20,0.024594304078955367,0.023650461575301953,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,20,SPEAKER_00,GUEST,male,16,0.023650461575301953,0.222599814362746,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,1,Raj Shamani,HOST,male,31,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,31,SPEAKER_00,GUEST,male,47,0.0,0.23398858375724257,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,120,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,120,Raj Shamani,HOST,male,13,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,13,SPEAKER_00,GUEST,male,126,0.0,0.12073892538624924,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,17,SPEAKER_00,GUEST,male,20,0.0,0.1099471604130526,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,100,SPEAKER_00,GUEST,male,54,0.007018811067386187,0.06046889871498143,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,101,Raj Shamani,HOST,male,60,0.009816309064009977,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,60,SPEAKER_00,GUEST,male,136,0.0,0.1009379848095916,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,562,Raj Shamani,HOST,male,1,0.030833405600704862,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,11,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,11,Raj Shamani,HOST,male,9,0.0,0.04778093934503671,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,215,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,215,Raj Shamani,HOST,male,1,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,104,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,104,Raj Shamani,HOST,male,195,0.0,0.04781727672343866,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,25,Raj Shamani,HOST,male,1,0.02737746271233168,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,34,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,34,Raj Shamani,HOST,male,12,0.0,0.14527449379762536,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,2,SPEAKER_00,GUEST,male,6,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,6,Raj Shamani,HOST,male,32,0.0,0.10643919796219761,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,43,SPEAKER_00,GUEST,male,85,0.017787679076757674,0.04632208743378652,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_00,GUEST,male,27,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,27,Raj Shamani,HOST,male,35,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,35,SPEAKER_00,GUEST,male,10,0.0,0.022987364348920947,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,10,Raj Shamani,HOST,male,27,0.022987364348920947,0.023669952575977645,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,27,SPEAKER_00,GUEST,male,11,0.023669952575977645,0.03298881432636474,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,4,SPEAKER_00,GUEST,male,4,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,4,Raj Shamani,HOST,male,5,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,5,SPEAKER_00,GUEST,male,181,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,181,Raj Shamani,HOST,male,103,0.0,0.03291835277194584,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,12,Raj Shamani,HOST,male,21,0.0,0.12011353617895038,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,170,Raj Shamani,HOST,male,29,0.028834367079865236,0.07364911846895085,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,5,Raj Shamani,HOST,male,14,0.0,0.07990583345381416,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,16,Raj Shamani,HOST,male,24,0.02524501834928662,0.0179566351599601,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,24,SPEAKER_00,GUEST,male,98,0.0179566351599601,0.040447879935244235,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,5,Raj Shamani,HOST,male,54,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,54,SPEAKER_00,GUEST,male,28,0.0,0.10838414362584683,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,20,SPEAKER_00,GUEST,male,37,0.03284021813161614,0.01970971247145489,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,37,Raj Shamani,HOST,male,17,0.01970971247145489,0.033501561651888695,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,13,SPEAKER_00,GUEST,male,2,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,2,Raj Shamani,HOST,male,3,0.0,0.5236014910357284,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,20,Raj Shamani,HOST,male,8,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,8,SPEAKER_00,GUEST,male,3,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,3,Raj Shamani,HOST,male,18,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,18,SPEAKER_00,GUEST,male,39,0.0,0.06287979511821215,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,13,SPEAKER_00,GUEST,male,13,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,13,Raj Shamani,HOST,male,39,0.0,0.08840895632633299,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,21,Raj Shamani,HOST,male,23,0.026731621682715215,0.12292992329861552,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,3,Raj Shamani,HOST,male,18,0.0,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,18,SPEAKER_00,GUEST,male,57,0.0,0.0182246892656362,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,SPEAKER_00,GUEST,male,57,Raj Shamani,HOST,male,30,0.0182246892656362,0.0,0.019584213711310312,0
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,30,SPEAKER_00,GUEST,male,232,0.0,0.1310284299039508,0.019584213711310312,1
ep_187_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,2,SPEAKER_00,GUEST,male,1,0.0,0.5467432053795878,0.019584213711310312,1
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,22,SPEAKER_01,GUEST,male,61,,0.058192597864690374,0.027168739523754055,1
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,61,Raj Shamani,HOST,male,334,0.058192597864690374,0.06662459736124464,0.027168739523754055,1
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,334,SPEAKER_01,GUEST,male,805,0.06662459736124464,0.14117062758489024,0.027168739523754055,1
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,336,Raj Shamani,HOST,male,47,0.05919663685600872,0.020317334145501357,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,47,SPEAKER_01,GUEST,male,98,0.020317334145501357,0.009764650456226837,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,98,Raj Shamani,HOST,male,1,0.009764650456226837,0.0,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_01,GUEST,male,386,0.0,0.0,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,386,Raj Shamani,HOST,male,21,0.0,0.037425540252091265,0.027168739523754055,1
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,21,SPEAKER_01,GUEST,male,8,0.037425540252091265,0.4118035697640281,0.027168739523754055,1
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,171,SPEAKER_01,GUEST,male,757,0.02113151036394761,0.13827963009262248,0.027168739523754055,1
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,112,Raj Shamani,HOST,male,1,0.04362772676562853,0.0,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,1,SPEAKER_01,GUEST,male,11,0.0,0.0,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,11,Raj Shamani,HOST,male,16,0.0,0.02670576744455888,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,16,SPEAKER_01,GUEST,male,207,0.02670576744455888,0.006810242749624365,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,SPEAKER_01,GUEST,male,207,Raj Shamani,HOST,male,44,0.006810242749624365,0.027168739523754055,0.027168739523754055,0
ep_184_whisperx_diarized.gender.host_guest,Raj Shamani,HOST,male,44,SPEAKER_01,GUEST,male,831,0.027168739523754055,0.23577845622158067,0.027168739523754055,1
