metric,H_statistic,p_value
host_speaking_share,41.711080597014984,4.620412161657135e-09
dominance_ratio,41.711080597014984,4.620412161657135e-09
hedge_asymmetry,15.723020895522382,0.0012923087399193465
booster_asymmetry,14.61439902077476,0.0021776601857668573
polite_asymmetry,10.971617910447776,0.01188034243166374
directive_asymmetry,3.010767241482818,0.38996805675196866
